15:31:06 24.12.2024 [ depot.database.functions]: |  DEBUG|: Stored UpdateTime: ID=File deliver, timestamp=2024-12-24 15:31:06.269468
15:31:07 24.12.2024 [ depot.database.functions]: |  DEBUG|: Stored CheckResult: ID=The teacher:first/no_import@Smart student:second, TASK_ID=second, USER_ID=Smart student, category
15:31:07 24.12.2024 [ depot.database.functions]: |  DEBUG|: Searched for Check
15:31:07 24.12.2024 [ depot.database.functions]: |  DEBUG|: Searched for CheckResult
15:31:07 24.12.2024 [ depot.database.functions]: |  DEBUG|: Stored CheckResult: ID=The teacher:first/solution_size@Smart student:second, TASK_ID=second, USER_ID=Smart student, cate
15:31:07 24.12.2024 [ depot.database.functions]: |  DEBUG|: Searched for Check
15:31:07 24.12.2024 [ depot.database.functions]: |  DEBUG|: Searched for CheckResult
15:31:07 24.12.2024 [ depot.database.functions]: |  DEBUG|: Stored CheckResult: ID=The teacher:first/no_import@The teacher:first, TASK_ID=first, USER_ID=The teacher, category=Check
15:31:07 24.12.2024 [ depot.database.functions]: |  DEBUG|: Searched for Check
15:31:07 24.12.2024 [ depot.database.functions]: |  DEBUG|: Searched for CheckResult
15:31:07 24.12.2024 [ depot.database.functions]: |  DEBUG|: Stored CheckResult: ID=The teacher:first/solution_size@The teacher:first, TASK_ID=first, USER_ID=The teacher, category=C
15:31:07 24.12.2024 [ depot.database.functions]: |  DEBUG|: Searched for Check
15:31:07 24.12.2024 [ depot.database.functions]: |  DEBUG|: Searched for CheckResult
15:31:07 24.12.2024 [            check.runtime]: |  DEBUG|: /tmp/hworker_check/The teacher_first.py run
15:31:07 24.12.2024 [            check.runtime]: |  DEBUG|: Set limits for python runner
15:31:07 24.12.2024 [            check.runtime]: |  DEBUG|: Check passed: /tmp/hworker_check/The teacher_first.py / /tmp/hworker_check/The teacher_first.in
15:31:07 24.12.2024 [ depot.database.functions]: |  DEBUG|: Stored CheckResult: ID=The teacher:first/02@The teacher:first, TASK_ID=first, USER_ID=The teacher, category=CheckCategor
15:31:07 24.12.2024 [ depot.database.functions]: |  DEBUG|: Searched for Check
15:31:07 24.12.2024 [ depot.database.functions]: |  DEBUG|: Searched for CheckResult
15:31:07 24.12.2024 [ depot.database.functions]: |  DEBUG|: Searched for Solution
15:31:07 24.12.2024 [ depot.database.functions]: |  DEBUG|: Stored CheckResult: ID=The teacher:first/attendance@The teacher:first, TASK_ID=first, USER_ID=The teacher, category=Chec
15:31:07 24.12.2024 [ depot.database.functions]: |  DEBUG|: Searched for Check
15:31:07 24.12.2024 [ depot.database.functions]: |  DEBUG|: Searched for CheckResult
15:31:07 24.12.2024 [            check.runtime]: |  DEBUG|: /tmp/hworker_check/The teacher_first.py run
15:31:07 24.12.2024 [            check.runtime]: |  DEBUG|: Set limits for python runner
15:31:07 24.12.2024 [            check.runtime]: |  DEBUG|: Check passed: /tmp/hworker_check/The teacher_first.py / /tmp/hworker_check/The teacher_first.in
15:31:07 24.12.2024 [ depot.database.functions]: |  DEBUG|: Stored CheckResult: ID=The teacher:first/01@The teacher:first, TASK_ID=first, USER_ID=The teacher, category=CheckCategor
15:31:07 24.12.2024 [ depot.database.functions]: |  DEBUG|: Searched for Check
15:31:07 24.12.2024 [ depot.database.functions]: |  DEBUG|: Searched for CheckResult
15:31:07 24.12.2024 [ depot.database.functions]: |  DEBUG|: Stored CheckResult: ID=The teacher:first/deadline@The teacher:first, TASK_ID=first, USER_ID=The teacher, category=CheckC
15:31:07 24.12.2024 [ depot.database.functions]: |  DEBUG|: Searched for Check
15:31:07 24.12.2024 [ depot.database.functions]: |  DEBUG|: Searched for CheckResult
15:31:07 24.12.2024 [            check.runtime]: |  DEBUG|: /tmp/hworker_check/The teacher_second.py run
15:31:07 24.12.2024 [            check.runtime]: |  DEBUG|: Set limits for python runner
15:31:07 24.12.2024 [            check.runtime]: |  DEBUG|: Check passed: /tmp/hworker_check/The teacher_second.py / /tmp/hworker_check/The teacher_second.in
15:31:07 24.12.2024 [ depot.database.functions]: |  DEBUG|: Stored CheckResult: ID=The teacher:second/02@The teacher:second, TASK_ID=second, USER_ID=The teacher, category=CheckCate
15:31:07 24.12.2024 [ depot.database.functions]: |  DEBUG|: Searched for Check
15:31:07 24.12.2024 [ depot.database.functions]: |  DEBUG|: Searched for CheckResult
15:31:07 24.12.2024 [            check.runtime]: |  DEBUG|: /tmp/hworker_check/The teacher_second.py run
15:31:07 24.12.2024 [            check.runtime]: |  DEBUG|: Set limits for python runner
15:31:07 24.12.2024 [            check.runtime]: |  DEBUG|: Check passed: /tmp/hworker_check/The teacher_second.py / /tmp/hworker_check/The teacher_second.in
15:31:07 24.12.2024 [ depot.database.functions]: |  DEBUG|: Stored CheckResult: ID=The teacher:second/01@The teacher:second, TASK_ID=second, USER_ID=The teacher, category=CheckCate
15:31:07 24.12.2024 [ depot.database.functions]: |  DEBUG|: Searched for Check
15:31:07 24.12.2024 [ depot.database.functions]: |  DEBUG|: Searched for CheckResult
15:31:07 24.12.2024 [ depot.database.functions]: |  DEBUG|: Stored CheckResult: ID=The teacher:first/deadline@The teacher:second, TASK_ID=second, USER_ID=The teacher, category=Chec
15:31:07 24.12.2024 [ depot.database.functions]: |  DEBUG|: Searched for Check
15:31:07 24.12.2024 [ depot.database.functions]: |  DEBUG|: Searched for CheckResult
15:31:07 24.12.2024 [ depot.database.functions]: |  DEBUG|: Searched for Solution
15:31:07 24.12.2024 [ depot.database.functions]: |  DEBUG|: Stored CheckResult: ID=The teacher:first/attendance@The teacher:second, TASK_ID=second, USER_ID=The teacher, category=Ch
15:31:07 24.12.2024 [ depot.database.functions]: |  DEBUG|: Searched for Check
15:31:07 24.12.2024 [ depot.database.functions]: |  DEBUG|: Searched for CheckResult
15:31:07 24.12.2024 [ depot.database.functions]: |  DEBUG|: Stored CheckResult: ID=The teacher:first/no_import@The teacher:second, TASK_ID=second, USER_ID=The teacher, category=Che
15:31:07 24.12.2024 [ depot.database.functions]: |  DEBUG|: Searched for Check
15:31:07 24.12.2024 [ depot.database.functions]: |  DEBUG|: Searched for CheckResult
15:31:07 24.12.2024 [ depot.database.functions]: |  DEBUG|: Stored CheckResult: ID=The teacher:first/solution_size@The teacher:second, TASK_ID=second, USER_ID=The teacher, category
15:31:07 24.12.2024 [                    score]: |   INFO|: Importing user functions...
15:31:07 24.12.2024 [ depot.database.functions]: |  DEBUG|: Deleted <class 'hworker.depot.objects.TaskQualifier'>
15:31:07 24.12.2024 [ depot.database.functions]: |  DEBUG|: Deleted <class 'hworker.depot.objects.UserQualifier'>
15:31:07 24.12.2024 [ depot.database.functions]: |  DEBUG|: Deleted <class 'hworker.depot.objects.Formula'>
15:31:07 24.12.2024 [                    score]: |  DEBUG|: For module       task_qualifier found {'attendance': <function attendance at 0x7f382bf0c360>, 'average': <function average at 0x7f382bf0c220>, 'deadline': <function deadline at 0x7f382bf0c860>}
15:31:07 24.12.2024 [ depot.database.functions]: |  DEBUG|: Stored TaskQualifier: ID=attendance, timestamp=2024-12-24 15:30:53.089964
15:31:07 24.12.2024 [ depot.database.functions]: |  DEBUG|: Stored TaskQualifier: ID=average, timestamp=2024-12-24 15:30:53.089964
15:31:07 24.12.2024 [ depot.database.functions]: |  DEBUG|: Stored TaskQualifier: ID=deadline, timestamp=2024-12-24 15:30:53.089964
15:31:07 24.12.2024 [                    score]: |  DEBUG|: For module       user_qualifier found {'attendance': <function attendance at 0x7f382c898220>, 'average': <function average at 0x7f382c89a980>, 'deadline': <function deadline at 0x7f382c8ef560>}
15:31:07 24.12.2024 [ depot.database.functions]: |  DEBUG|: Stored UserQualifier: ID=attendance, timestamp=2024-12-24 15:30:53.089964
15:31:07 24.12.2024 [ depot.database.functions]: |  DEBUG|: Stored UserQualifier: ID=average, timestamp=2024-12-24 15:30:53.089964
15:31:07 24.12.2024 [ depot.database.functions]: |  DEBUG|: Stored UserQualifier: ID=deadline, timestamp=2024-12-24 15:30:53.089964
15:31:07 24.12.2024 [                    score]: |  DEBUG|: For module              formula found {'final': <function final at 0x7f382c8efe20>}
15:31:07 24.12.2024 [ depot.database.functions]: |  DEBUG|: Stored Formula: ID=final, timestamp=2024-12-24 15:30:53.089964
15:31:07 24.12.2024 [ depot.database.functions]: |  DEBUG|: Stored UpdateTime: ID=Score, timestamp=2024-12-24 15:31:07.360755
15:31:07 24.12.2024 [ depot.database.functions]: |  DEBUG|: Deleted <class 'hworker.depot.objects.TaskScore'>
15:31:07 24.12.2024 [ depot.database.functions]: |  DEBUG|: Deleted <class 'hworker.depot.objects.UserScore'>
15:31:07 24.12.2024 [ depot.database.functions]: |  DEBUG|: Deleted <class 'hworker.depot.objects.FinalScore'>
15:31:07 24.12.2024 [                    score]: |   INFO|: Performing all imported qualifiers...
15:31:07 24.12.2024 [ depot.database.functions]: |  DEBUG|: Searched for CheckResult
15:31:07 24.12.2024 [ depot.database.functions]: |  DEBUG|: Stored TaskScore: ID=The teacher/first/attendance, TASK_ID=first, USER_ID=The teacher, name=attendance, rating=1.0, ti
15:31:07 24.12.2024 [ depot.database.functions]: |  DEBUG|: Stored TaskScore: ID=The teacher/first/average, TASK_ID=first, USER_ID=The teacher, name=average, rating=1.0, timestam
15:31:07 24.12.2024 [ depot.database.functions]: |  DEBUG|: Stored TaskScore: ID=The teacher/first/deadline, TASK_ID=first, USER_ID=The teacher, name=deadline, rating=1.0, timest
15:31:07 24.12.2024 [ depot.database.functions]: |  DEBUG|: Searched for CheckResult
15:31:07 24.12.2024 [ depot.database.functions]: |  DEBUG|: Stored TaskScore: ID=The teacher/second/attendance, TASK_ID=second, USER_ID=The teacher, name=attendance, rating=1.0, 
15:31:07 24.12.2024 [ depot.database.functions]: |  DEBUG|: Stored TaskScore: ID=The teacher/second/average, TASK_ID=second, USER_ID=The teacher, name=average, rating=1.0, timest
15:31:07 24.12.2024 [ depot.database.functions]: |  DEBUG|: Stored TaskScore: ID=The teacher/second/deadline, TASK_ID=second, USER_ID=The teacher, name=deadline, rating=1.0, time
15:31:07 24.12.2024 [ depot.database.functions]: |  DEBUG|: Searched for TaskScore
15:31:07 24.12.2024 [ depot.database.functions]: |  DEBUG|: Stored UserScore: ID=The teacher/attendance, TASK_ID=, USER_ID=The teacher, name=attendance, rating=1.0, timestamp=202
15:31:07 24.12.2024 [ depot.database.functions]: |  DEBUG|: Stored UserScore: ID=The teacher/average, TASK_ID=, USER_ID=The teacher, name=average, rating=1.0, timestamp=2024-12-2
15:31:07 24.12.2024 [ depot.database.functions]: |  DEBUG|: Stored UserScore: ID=The teacher/deadline, TASK_ID=, USER_ID=The teacher, name=deadline, rating=1.0, timestamp=2024-12
15:31:07 24.12.2024 [ depot.database.functions]: |  DEBUG|: Searched for UserScore
15:31:07 24.12.2024 [ depot.database.functions]: |  DEBUG|: Searched for UserScore
15:31:07 24.12.2024 [ depot.database.functions]: |  DEBUG|: Stored FinalScore: ID=The teacher, TASK_ID=, USER_ID=The teacher, rating=Хорошо, timestamp=2024-12-24 15:31:07.376429
15:31:07 24.12.2024 [ depot.database.functions]: |  DEBUG|: Searched for CheckResult
15:31:07 24.12.2024 [ depot.database.functions]: |  DEBUG|: Stored TaskScore: ID=Smart student/first/attendance, TASK_ID=first, USER_ID=Smart student, name=attendance, rating=0.0
15:31:07 24.12.2024 [ depot.database.functions]: |  DEBUG|: Stored TaskScore: ID=Smart student/first/average, TASK_ID=first, USER_ID=Smart student, name=average, rating=0.8333333
15:31:07 24.12.2024 [ depot.database.functions]: |  DEBUG|: Stored TaskScore: ID=Smart student/first/deadline, TASK_ID=first, USER_ID=Smart student, name=deadline, rating=1.0, ti
15:31:07 24.12.2024 [ depot.database.functions]: |  DEBUG|: Searched for CheckResult
15:31:07 24.12.2024 [ depot.database.functions]: |  DEBUG|: Stored TaskScore: ID=Smart student/second/attendance, TASK_ID=second, USER_ID=Smart student, name=attendance, rating=0
15:31:07 24.12.2024 [ depot.database.functions]: |  DEBUG|: Stored TaskScore: ID=Smart student/second/average, TASK_ID=second, USER_ID=Smart student, name=average, rating=0.75, t
15:31:07 24.12.2024 [ depot.database.functions]: |  DEBUG|: Stored TaskScore: ID=Smart student/second/deadline, TASK_ID=second, USER_ID=Smart student, name=deadline, rating=0.5, 
15:31:07 24.12.2024 [ depot.database.functions]: |  DEBUG|: Searched for TaskScore
15:31:07 24.12.2024 [ depot.database.functions]: |  DEBUG|: Stored UserScore: ID=Smart student/attendance, TASK_ID=, USER_ID=Smart student, name=attendance, rating=0.0, timestamp
15:31:07 24.12.2024 [ depot.database.functions]: |  DEBUG|: Stored UserScore: ID=Smart student/average, TASK_ID=, USER_ID=Smart student, name=average, rating=0.513888888888889, t
15:31:07 24.12.2024 [ depot.database.functions]: |  DEBUG|: Stored UserScore: ID=Smart student/deadline, TASK_ID=, USER_ID=Smart student, name=deadline, rating=0.75, timestamp=20
15:31:07 24.12.2024 [ depot.database.functions]: |  DEBUG|: Searched for UserScore
15:31:07 24.12.2024 [ depot.database.functions]: |  DEBUG|: Searched for UserScore
15:31:07 24.12.2024 [ depot.database.functions]: |  DEBUG|: Stored FinalScore: ID=Smart student, TASK_ID=, USER_ID=Smart student, rating=Хорошо, timestamp=2024-12-24 15:31:07.3764
15:31:07 24.12.2024 [ depot.database.functions]: |  DEBUG|: Searched for CheckResult
15:31:07 24.12.2024 [ depot.database.functions]: |  DEBUG|: Stored TaskScore: ID=Beautiful student/first/attendance, TASK_ID=first, USER_ID=Beautiful student, name=attendance, ra
15:31:07 24.12.2024 [ depot.database.functions]: |  DEBUG|: Stored TaskScore: ID=Beautiful student/first/average, TASK_ID=first, USER_ID=Beautiful student, name=average, rating=0
15:31:07 24.12.2024 [ depot.database.functions]: |  DEBUG|: Stored TaskScore: ID=Beautiful student/first/deadline, TASK_ID=first, USER_ID=Beautiful student, name=deadline, rating
15:31:07 24.12.2024 [ depot.database.functions]: |  DEBUG|: Searched for CheckResult
15:31:07 24.12.2024 [ depot.database.functions]: |  DEBUG|: Stored TaskScore: ID=Beautiful student/second/attendance, TASK_ID=second, USER_ID=Beautiful student, name=attendance, 
15:31:07 24.12.2024 [ depot.database.functions]: |  DEBUG|: Stored TaskScore: ID=Beautiful student/second/average, TASK_ID=second, USER_ID=Beautiful student, name=average, rating
15:31:07 24.12.2024 [ depot.database.functions]: |  DEBUG|: Stored TaskScore: ID=Beautiful student/second/deadline, TASK_ID=second, USER_ID=Beautiful student, name=deadline, rati
15:31:07 24.12.2024 [ depot.database.functions]: |  DEBUG|: Searched for TaskScore
15:31:07 24.12.2024 [ depot.database.functions]: |  DEBUG|: Stored UserScore: ID=Beautiful student/attendance, TASK_ID=, USER_ID=Beautiful student, name=attendance, rating=0.0, t
15:31:07 24.12.2024 [ depot.database.functions]: |  DEBUG|: Stored UserScore: ID=Beautiful student/average, TASK_ID=, USER_ID=Beautiful student, name=average, rating=0.3194444444
15:31:07 24.12.2024 [ depot.database.functions]: |  DEBUG|: Stored UserScore: ID=Beautiful student/deadline, TASK_ID=, USER_ID=Beautiful student, name=deadline, rating=0.25, time
15:31:07 24.12.2024 [ depot.database.functions]: |  DEBUG|: Searched for UserScore
15:31:07 24.12.2024 [ depot.database.functions]: |  DEBUG|: Searched for UserScore
15:31:07 24.12.2024 [ depot.database.functions]: |  DEBUG|: Stored FinalScore: ID=Beautiful student, TASK_ID=, USER_ID=Beautiful student, rating=Хорошо, timestamp=2024-12-24 15:31
